,I,I,I,I,I,II,II,II,II,II,IV,IV,IV,IV,IV,V,V,V,V,V,VIII,VIII,VIII,VIII,VIII,X,X,X,X,X,XI,XI,XI,XI,XI,XIII,XIII,XIII,XIII,XIII,XV,XV,XV,XV,XV,XVIII,XVIII,XVIII,XVIII,XVIII,XXI,XXI,XXI,XXI,XXI,XXII,XXII,XXII,XXII,XXII
,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co
2018-10-09,50,16,29,2,7,42,34,13,2,4,44,29,20,2,5,,,,,,57,25,33,5,10,38,36,27,4,8,42,11,28, ,7,43,16,27,5,5,34,27,19, ,7,55,33,24,1,6,49,27,25,3,7, ,39,19,3,8
2018-10-08,55,14,28,3,7,49,30,12,3,5,46,31,18,2,4,,,,,,56,18,33,5,10,41,31,28,5,9,40,10,28, ,9,45,14,28,5,6,30,21,21,1,7,53,27,24,2,6,51,24,23,4,8,39,32,22,4,8
2018-10-07,59,18,27,3,7,59,33,12,3,4,47,36,13,3,4,,,,,,58,23,31,5,10,43,31,26,4,8,45,13,26, ,7,47,18,25,5,5,33,25,22,1,7,50,30,22,2,5,53,23,26,4,7,49,20,25,4,6
2018-10-06,40,25,26,3,7,32,38,10,3,4,34,36,13,3,4,,,,,,43,32,27,4,10,30,40,15,5,7,33,17,23, ,7,33,25,23,4,5,32,30,18,1,6,53,33,13,2,5,36,32,17,4,6,30,41,12,4,4
2018-10-05,32,18,29,3,7,19,37,12,3,5,30,37,14,2,4,,,,,,37,30,28,4,10,25,40,17,4,5,25,16,26, ,7,27,18,24,4,4,25,34,18,1,6,32,38,13,2,4,36,36,15,4,5,23,44,12,4,3
2018-10-04,28,12,27,5,8,17,28,12,2,4, ,27,18,1,4,,,,,,22,23,25,4,9,15,32,19,4,6,16,9,26, ,7,13,12,24,4,4,18,23,16, ,6,33,30,17,1,6,22,32,21,3,5,14,31,21,3,4
2018-10-03,24,15,22,2,10,12,30,8,2,3, ,29,12,1,3,,,,,,15,25,19,4,8,14,30,21,6,6,13,16,18, ,5,15,15,18,4,3,10,24,14, ,3,22,27,16,1,4,16,53,13,2, ,14,29,14,2,2
2018-10-02,33,12,20,2,10,25,25,6,2,2, ,22,11,1,2,,,,,,24,20,15,3,7,20,22,18,3,3,14,14,14, ,4,16,12,12,3,2, ,19,14, ,4,18,20,11, ,3,25,43,10,2, ,17,23,14,2,3
2018-10-01,40,11,14,2,9,31,22,5,2,2, ,18,9,1,3,,,,,,39,16,13,3,6,35,17,15,3,4,30,12,11, ,4,36,11,12,3,2,14,15,11, ,3,30,16,12, ,3,38,46,10,2, ,29,19,10,2,2
2018-09-30,18,8,22,3,10,12,16,11,4,3, ,17,14,2,4,,,,,,18,14,19,4,6,12,20,17,4,3,13,6,19, ,5,11,8,20,4,3,23,16,13,1,3,40,17,11,1,4,18,41,14,3, ,11,21,14,3,3
2018-09-29,31,18,17,2,9,19,28,6,2,2, ,27,10,1,3,,,,,,40,25,16,3,5,25,30,13,3,2,18,14,13, ,4,22,18,19,3,2,9,25,10, ,3,16,26,8,1,3,34,55,11,3, ,18,28,9,3,2
2018-09-28,37,17,17,2,9,23,26,5,2,2,33,22,16,1,4,,,,,,44,18,21,4,7,32,22,19,4,3,31,12,16, ,4,42,17,16,4,3,16,17,16, ,4,36,19,17,1,4,40,51,17,3, ,33,27,11,3,3
2018-09-27,26,17,29,3,10,15,35,13,2,3, ,33,25,2,5,,,,,,33,34,29,4,8,28,40,28,4,3,19,22,25, ,7,37,17,34,4,5,22,32,21,1,4,41,40,18,2,4,32,37,20,3, ,21,39,22,3,4
2018-09-26,20,15,26,2,9,11,33,10,2,2, ,28,24,1,4,,,,,,18,24,25,4,7,15,28,27,3,2,13,21,19, ,5,14,15,27,4,5,19,21,22, ,5,36,29,17,1,4,18,35,19,3, ,12,29,20,3,3
2018-09-25,19,17,21,2,8,10,31,8,2,2, ,27,17,1,3,,,,,,10,27,20,4,6,7,32,19,3,2,6,20,16, ,4,10,17,20,4,3,10,26,16, ,3,16,31,12,1,2,8,50,15,3, ,6,31,15,3,2
2018-09-24,25,20,10,2,7,15,27,3,2,1, ,29,4,4,2,,,,,,16,26,7,3,4,12,30,8,3,1,9,17,8, ,3,12,20,8,3,3,4,24,8, ,2,12,26,6,1,1,13,65,4,3, ,10,28,5,3,1
2018-09-23,14,21,9,2,7,8,29,2,2, , ,28,4,2,2,,,,,,12,27,5,3,4,11,30,6,2, ,10,19,7, ,3,11,21,7,3,3,7,24,6,1,2,18,26,4, ,2,13,56,3,2, ,10,27,4,2,1
2018-09-22,50,17,13,2,7,37,30,2,2, , ,27,7,2,2,,,,,,40,27,9,3,5,26,29,9,2,1,26,19,6, ,3,34,17,12,3,3,8,25,8, ,2,14,28,4,1,2,25,25,4,3, ,23,27,7,3,1
2018-09-21,51,22,16,2,8,38,31,3,2, , ,28,12,1,3,,,,,,55,25,16,3,6,39,31,15,3,1,38,17,14, ,4,48,22,18,3,4,15,25,12, ,3,39,27,10,1,2,45,33,8,2, ,39,30,8,2,2
2018-09-20,48,22,31,3,9,40,47,11,3,2, ,45,16,2,3,,,,,,52,41,31,4,8,35,51,26,3,2,47,26,25, ,6,61,22,28,4,5,31,34,20,1,4,43,46,16,1,3,43,39,20,3, ,33,44,20,3,3
2018-09-19,40,28,26,3,9,34,35,11,2,2, ,46,17,3,4,,,,,,45,40,32,4,8, ,51,23,3,2, ,24,24, ,6,30,28,28,4,5,28,41,20,1,3,40,45,20,2,4,44,39,20,3, ,29,51,17,3,2
2018-09-18,52,24,25,3,8,33,45,11,3,1, ,41,16,2,4,,,,,,38,37,32,3,8,32,49,25,3,1, ,23,22, ,5,31,24,27,3,5,25,36,20,1,6,42,39,19,4,3,25,38,20,3, ,22,48,16,3,2
2018-09-17,33,22,26,2,9,24,40,11,3,2, ,40,18,2,4,,,,,,34,37,28,3,7,23,45,22,3,1, ,21,24, ,5,35,22,25,3,5,17,38,17,1,4,35,42,16,1,3,26,35,17,3, ,23,41,17,3,2
2018-09-16,22,20,25,2,7,13,38,11,2,2, ,38,17,2,3,,,,,,18,35,26,3,7,18,42,18,2,1, ,23,19, ,4,17,20,26,3,5,15,36,16, ,4,30,39,12,1,3,21,33,13,2, ,15,35,16,2,9
2018-09-15,25,29,16,2,6,18,40,4,2,1, ,38,11,1,3,,,,,,17,38,18,3,6,16,44,13,2,2, ,24,15, ,4,22,29,17,3,4,9,34,13, ,3,19,40,10,1,2,12,35,10,2, ,10,39,9,2,10
2018-09-14,41,25,11,2,6,29,35,2,2,1, ,32,2,1,2,,,,,,44,31,7,3,5,31,35,6,2,2, ,21,7, ,3,39,25,7,3,4,8,29,7, ,2,20,31,4,1,2,30,27,4,2, ,27,33,4,2,10
2018-09-13,40,31,24,2,7,28,55,6,3,2, ,55,8,1,3,,,,,,45,45,24,3,6,36,57,22,3,1, ,29,22, ,4,35,31,25,3,4,20,46,15,1,3,43,52,14,1,3,35,43,18,7, ,28,50,17,7,11
2018-09-12,35,30,28,2,7,24,46,11,3,2, ,46,18,1,4,,,,,,42,38,37,3,8,30,54,27,3,2,29,24,28, ,5,32,30,30,3,2,20,41,21,1,4,39,36,24,1,4,29,45,26,2, ,26,51,17,2,11
2018-09-11,35,29,29,2,6,20,55,11,2,2, ,51,20,1,4,,,,,,34,44,33,3,7,27,59,28,3,2,27,30,26, ,3,26,29,30,3,2,17,43,20, ,4,37,54,19,1,4,30,50,22,2, ,20,54,18,2,11
2018-09-10,29,28,27,2,6,19,43,8,2,2, ,40,19,1,4,,,,,,27,34,31,3,7,25,45,27,3,2,22,23,24, ,2,26,28,27,3,2,14,33,18, ,4,34,39,23,1,4,24,38,21,3, ,19,44,18,3,10
2018-09-09,24,25,29,2,5,17,43,6,3,2, ,37,13,1,3,,,,,,22,36,21,3,6,24,41,19,2,1,18,23,17, ,1,17,25,22,3,3,12,34,14, ,3,43,37,16,1,3,24,38,13,2, ,15,43,8,2,10
2018-09-08,34,30,24,2,5,25,41,3,3,1, ,38,9,1,3,,,,,,33,37,17,3,5,25,44,13,2,2,26,25,13, ,1,53,30,15,3,4,12,34,12, ,3,24,40,12,1,3,29,39,11,2, ,21,40,10,2,10
2018-09-07,35,34,24,2,5,25,49,2,3,1, ,44,10,1,3,,,,,,34,43,17,3,6,32,51,14,2,2,30,29,12, , ,29,34,15,3,4,16,39,13,1,3,37,45,13,1,3,27,41,12,2, ,22,49,10,2,10
2018-09-06,34,24,41,2,5,21,48,5,4,2, ,43,14,1,3,,,,,,30,37,23,3,6,28,48,22,2,2,28,22,20, ,1,27,24,23,3,2,17,39,15,1,4,34,43,17,1,4,29,45,16,3, ,20,48,13,3,10
2018-09-05,25,24,37,2,5,15,43,5,3,2,19,40,11,1,3,,,,,,22,39,21,3,6,23,43,18,2,1,19,27,16, ,1,20,24,22,3,2,14,36,14,1,4,27,42,14,2,3,24,42,12,3, ,17,42,10,3,10
2018-09-04,26,27,29,2,5,18,39,4,3,2, ,37,7,1,3,,,,,,20,34,18,2,5,31,45,14,2,2,18,21,14, ,1,20,27,15,2,1,12,35,11, ,3,23,39,14,1,3,34,33,10,2, ,17,32,13,2,10
2018-09-03,34,20,30,2,5,25,31,6,3,2,56,28,8,1,3,,,,,,28,22,19,2,5,27,30,13,2,2,30,16,15, ,1,30,20,17,2,7,9,26,10, ,3,17,28,10,1,3,35,26,6,2, ,28,34,9,2,9
2018-09-02,23,19,31,2,5,18,30,6,3,2,97,26,8,1,3,,,,,,19,22,19,3,5,27,28,14,3,3,20,14,17, ,1,23,19,17,3,13,15,24,12,1,4,30,23,13,1,3,33,21,8,2, ,19,25,15,2,10
2018-09-01,38,27,20,2,4,29,39,3,3,1,52,30,4,1,3,,,,,,37,29,12,2,5,32,37,9,3,4,33,21,11, , ,32,27,13,2,13,12,25,7, ,3,29,29,9,1,4,36,28,4,2, ,28,39,5,2,9
2018-08-31,30,30,31,2,5,17,45,5,3,2,26,40,6,1,3,,,,,,29,37,13,2,4,22,45,8,3,3,23,21,15, , ,24,30,17,2,12,18,38,8, ,3,35,39,6,1,3,27,33,5,2, ,19,42,8,2,9
2018-08-30,32,32,53,2,6,18,53,6,3,1,30,54,12,1,3,,,,,,33,48,25,4,9,26,59,16,3,3,28,33,16, ,2,27,32,17,4,12,15,49,15, ,3,29,53,14,1,3,27,48,8,2, ,21,51,10,2,9
2018-08-29,28,34, ,2,8,8,58,8,3,2,29,52,16,2,3,,,,,,23,48, ,2, ,27,60,22,3,4,27,31,22, ,2,25,34,26,2,12,16,50,19, ,3,30,53,19,1,4,25,51,13,2, ,18,52,15,2,7
2018-08-28,21,29,18,2,7, ,46,9,3,2,29,50,17,3,3,,,,,,20,44,30,2,7,27,52,19,3, ,20,27,23, ,1,18,29,24,2,12,12,45, , , ,25,46,18,1, ,18,46,10,3, ,12,49,14,3,6
2018-08-27,13,30,22,2,6, ,34,6,3,1, ,46,14,2,2,,,,,,8,39,25,1,6,11,46,22,3,7,9,25,21, ,1,8,30,23,1,11,8,40,14, ,4,21,37,22,1,7,11,43,10,2,7,6,44,13,2,5
2018-08-26,15,24,13,2,6, ,36,3,3,1, ,37,4,2,1,,,,,,9,31,11,1,4,13,35,11,3,6,10,21,11, , ,11,24,12,1,10,5,29,8, , ,9,33,8, ,6,11,35,4,2,6,8,34,7,2,5
2018-08-25,24,15,7,1,6, ,20,2,3,1, ,19,2,2,1,,,,,,19,18,6,1,4,24,19,6,2,5,19,13,6, , ,22,15,6,1,10,5,13,6, , ,13,17,5, ,5,26,18,1,2,6,19,19,4,2,4
2018-08-24,28,26,8,1,6,19,32,2,3,1, ,32,4,2,1,,,,,,23,30,6,1,4,24,38,6,2,6,26,21,8, , ,23,26,9,1,9,10,27,6, ,2,24,34,5, ,6,24,31,2,2,6,20,33,7,2,5
2018-08-23,49,31,20,2,6,26,57,3,3,1, ,48,6,2,1,,,,,,34,44,12,1,5,23,56,9,2,5,27,28,13, , ,27,31,14,1,10,11,44,8,1,2,26,51,6,1,6,26,45,3,3,6,25,50,8,3,5
2018-08-22,36,34,25,2,6,20,60,6,3,1, ,55,7,2,1,,,,,,34,45,13,1,5,23,56,8,3,3,26,29,14, ,1,28,34,16,1,9,17,46,7,1,2,34,50,5,1,6,23,42,4,3,6,21,49,8,3,5
2018-08-21,35,43,22,2,6,19,57,6,3,1, ,50,17,3,2,,,,,,38,51,20,1,5,28,58,12,3,3,30,32,18, ,1,26,43,19,1,10,16,48,13,1,2,31,48,11,1,6,31,53,8,2,6,25,59,10,2,5
2018-08-20,25,40,26,2,6,16,69,7,3,1, ,65,16,2,2,,,,,,24,51,32,1,7,20,65,26,3,4,19,32,26, ,2,18,40,26,1,10,23,54,21,1,4,35,56,24,1,8,22,57,14,2,7,16,65,20,2,6
2018-08-19,28,41,19,2,6,16,56,3,3,1, ,56,6,2,1,,,,,,27,54,18,1,5,22,70,13,3,3,20,35,16, ,1,20,41,19,1,10,12,47,11,2,2,24,59,10,1,6,23,56,7,2,6,18,55,6,2,5
2018-08-18,28,44,19,3,5,18,59,4,3,1, ,56,6,3,1,,,,,,27,52,17,1,5,23,60,11,3,3,20,34,15, ,1,17,44,18,1,9,12,47,10,3,2,25,51,8,1,6,26,53,7,3,6,16,57,7,3,5
2018-08-17,29,38,22,2,5,15,53,3,2,1, ,54,9,2,1,,,,,,25,54,20,1,5,21,69,17,3,3,20,36,16, ,1,19,38,19,1,8,13,46,14,2,3,31,63,13,1,7,23,64,10,2,6,15,65,9,2,4
2018-08-16,21,31,26,2,6,11,54,6,3,1, ,57,11,2,2,,,,,,16,47,19,1,7,13,56,14,2,3,14,32,16, ,1,14,31,20,1,9,10,46,13,2,2,25,47,12,1,6,15,47,8,3,6,13,47,10,3,4
2018-08-15,26,26,20,2,5,8,40,4,2,1, ,38,7,2,1,,,,,,22,33,17,1,7,15,42,10,2,4,14,23,14, ,1,14,26,17,1,8,7,34,9,2,2,14,37,10, ,6,16,40,8,2,6,12,40,10,2,4
2018-08-14,47,24,17,1,5,30,40,2,2, , ,36,7,2,1,,,,,,45,30,11,1,6,32,41,10,2,3,33,20,11, ,1,34,24,11,1,8,7,31,8,2,2,20,35,9,1,6,33,36,4,2,6,29,38,6,2,4
2018-08-13,31,28,26,2,5,19,50,4,3,1, ,47,10,2,1,,,,,,33,39,12,1,6,27,48,14,2,2,27,34,12, ,1,37,28,15,1,7,19,43,9,2,2,38,44,6,1,6,29,41,5,2,6,25,44,7,2,4
2018-08-12,18,25,32,3,5,7,52,7,3,1, ,49,15,2,2,,,,,,11,43,20,1,7,18,51,18,3,3,13,32,19, ,1,12,25,18,1,8,17,43,15,3,2,30,47,12,2,6,17,46,10,3,6,10,44,16,3,4
2018-08-11,29,33,18,2,4,14,45,2,2,1, ,44,7,2,1,,,,,,18,43,10,1,6,24,51,10,2,3,20,32,10, ,1,20,33,11,1,7,6,41,8,2,2,15,47,8, ,6,22,49,5,2,5,17,44,8,2,3
2018-08-10,42,28,15,1,4,25,40,2,2, , ,37,3,2,1,,,,,,32,33,7,1,6,24,45,8,2,3,29,25,8, ,1,29,28,9,1,7,9,34,7,2,2,23,42,5, ,6,26,36,3,2,5,26,37,5,2,3
2018-08-09,44,27,26,2,5,24,49,4,3,1, ,43,12,2,1,,,,,,38,36,14,1,6,30,46,14,2,3,31,27,12, ,1,34,27,15,1,7,17,40,10,2,2,34,42,5,1,6,29,40,4,3,5,29,37,12,3,7
2018-08-08,34,28,34,2,6,20,51,6,2,1, ,46,13,2,1,,,,,,33,36,16,1,7,23,51,15,2,3,28,28,19, ,2,29,28,20,1,8,18,45,13,2,2,39,46,9,1,6,28,42,8,2,6,25,39,19,2,11
2018-08-07,30,32,31,2,5,19,62,6,2,1, ,57,15,2, ,,,,,,26,45,26,1,8,26,60,18,3,3,26,36,20, ,2,24,32,20,1,8,16,51,15,2,2,32,55,11, ,6,27,53,11,2,6,20,48,20,2,11
2018-08-06,23,44,25,1,4,15,68,5,2,1, ,51,15,2, ,,,,,,20,49,22,1,7,23,60,18,3,3,18,36,20, ,2,22,44,17,1,8,13,50,13,2,2,24,52,14, ,6,24,58,7,2,6,16,58,20,2,10
2018-08-05,28,37,19,1,4, ,50,3,2,1, ,43,7,2, ,,,,,,35,38,14,1,6,32,57,12,2,3,27,32,15, ,2,25,37,13,1,7,11,43,10,2,2,22,52,9, ,6,31,49,5,2,6,22,45,15,2,10
2018-08-04,30,44,16,1,4, ,62,3,2,1, ,55,10,2, ,,,,,,29,45,15,1,7,28,62,12,2,4,25,36,14, ,2,24,44,13,1,7,15,53,9,2,2,32,53,9,1,7,24,48,5,2,6,20,47,14,2,10
2018-08-03,33,40,18,2,4,13,51,4,2,1,25,44,9,2, ,,,,,,30,36,17,1,6,25,49,11,2,3,26,28,15, ,2,31,40,15,1,6,14,44,10,2,2,26,44,7,1,6,27,47,5,2,5,22,44,15,2,9
2018-08-02,33,32,18,1,5,30,51,4,2,1,160,34,9,2,2,,,,,,27,28,15,1,7,28,44,8,2,3,26,22,17, ,3,37,32,14,1,7,12,41,9,2,3,27,40,8,1,6,34,39,3,2,6,29,37,17,2,10
2018-08-01,34,26,16,1,5,23,37,4,1,1,37,27,7,2,3,,,,,,32,25,14,1,7,32,40,10,2,4,31,22,15, ,3,28,26,15,1,7,12,30,8,1,2,28,35,9, ,7,27,31,6,2,6,27,32,15,2,9
2018-07-31,31,32,18,2,4,27,48,4,3,1,53,37,5,2,3,,,,,,26,33,12,1,6,24,45,7,2,3,22,24,14, ,2,24,32,13,1,6, ,40,7,2,2,31,40,5, ,6,24,35,3,2,6,21,41,14,2,9
2018-07-30,29,31,20,1,4,22,45,4,2,1,39,37,8,2,3,,,,,,25,34,17,1,6,24,46,8,2,4,22,27,13, ,2,27,31,16,1,6,13,36,10,2,2,26,40,9, ,6,23,37,6,2,6,21,44,13,2,9
2018-07-29,22,33,17,1,4,10,44,3,2,1,70,33,7,2,3,,,,,,19,34,16,1,6,25,47,7,2,4,17,26,13, ,2,20,33,15,1,6,14,37,9,2,2,25,41,8, ,6,26,37,4,2,7,15,45,13,2,9
2018-07-28,23,40,13,1,3,21,48,2,2,1,56,41,6,2,3,,,,,,21,41,12,1,6,30,55,10,2,4,19,32,11, ,2,20,40,12,1,5,12,41,9,2,3,19,46,7, ,6,20,42,2,2,6,18,46,11,2,9
2018-07-27,28,30,13,2,4,23,38,3,2,1,42,34,6,2,3,,,,,,21,33,11,1,6,31,46,10,2,3,22,28,8, ,2,20,30,10,1,6,11,36,8,2,2,20,42,5,2,6,26,31,3,3,6,23,37,8,3,8
2018-07-26,27,35,17,2,4,17,47,4,3,1,24,43,6,2,3,,,,,,23,38,15,1,6,19,53,9,2,3,17,25,13, ,3,16,35,14,1,5,13,42,8,3,2,21,44,8,1,6,17,37,3,2,6,13,43,13,2,8
2018-07-25,29,31,18,1,3,22,42,3,2, ,25,36,9,2,2,,,,,,32,34,13,1,6,26,41,8,2,4,24,26,12, ,2,22,31,10,1,5,13,35,7,2,1,19,34,9, ,6,23,30,7,2,6,22,42,12,2,8
2018-07-24,30,41,21,1,3,32,58,4,2, ,40,55,10,1,2,,,,,,27,49,20,1,6,21,55,15,2,3,19,35,19, ,3,20,41,13,1,6,16,50,13,2,2,31,56,15, ,6,29,53,12,2,7,20,57,19,2,8
2018-07-23,25,36,18,1,3,21,48,3,2,1,50,46,9,1,2,,,,,,19,38,21,1,7,29,41,14,2,3,21,29,14, ,3,25,36,17,1,8,17,40,14,2,2,29,41,14, ,6,29,44,11,2,7,20,47,14,2,8
2018-07-22,20,23,18,1,4,18,35,3,2, ,52,33,6,1,3,,,,,,16,29,15,1,7,19,27,13,2,3,15,22,14, ,3,15,23,18,1,11,13,29,11,2,2,21,26,13, ,7,23,21,7,2,7,17,30,14,2,7
2018-07-21,20,34,11,1,3,9,44,2,2,1,83,43,4,1,2,,,,,,19,39,8,1,6,26,41,5,2,2,19,29,9, ,3,20,34,16,1,10,10,41,5,2,1,17,42,5, ,6,27,32,5,2,7,17,42,9,2,7
2018-07-20,21,37,15,1,3,13,54,2,2,1,26,50,5,1,3,,,,,,14,44,10,1,6,19,44,6,2,3,13,35,9, ,3,13,37,24,1,10,11,47,7,2,2,19,45,6, ,6,15,39,6,3,7,13,45,9,3,8
2018-07-19,23,25,13,1,3,9,37,2,1,1,19,34,3,1,2,,,,,,11,30,9,1,5,17,32,6,6,5,12,22,10, ,3,13,25,14,1,9,8,31,6,2,1,13,34,6, ,6,14,27,5,8,7,11,34,10,8,7
2018-07-18,33,27,11,1,2,18,41,1,1,1,18,37,2,1,2,,,,,,20,33,8,4,5,17,35,4,4,3,17,25,7, ,3,22,27,10,4,9,8,33,6,2,1,14,35,4,1,6,16,29,3,6,7,14,39,7,6,6
2018-07-17,38,29,11,1,2,24,38,2,2,1,20,36,2,1,2,,,,,,27,34,6,1,4,21,33,3,4,3,21,27,7, ,2,26,29,8,1,8,12,32,4,2,1,19,34,3, ,5,20,26,3,6,7,17,37,7,6,6
2018-07-16,27,33,16,1,2,16,48,2,2,1,19,47,6,1,2,,,,,,19,46,10,2,4,21,45,6,5,3,18,32,10, ,2,19,33,12,2,8,17,44,8,2,1,28,46,6, ,5,20,37,6,7,7,15,48,10,7,6
2018-07-15,20,30,19,4,2,14,54,2,2,1,17,49,8,2,1,,,,,,18,45,13,2,4,18,45,10,4,3,16,28,12, ,2,14,30,14,2,8,12,45,9,2,1,22,46,10, ,5,15,42,8,6,6,12,50,12,6,5
2018-07-14,24,33,12,1,2,16,45,2,2, ,19,42,8,1,1,,,,,,20,40,11,2,4,22,41,8,5,3,18,30,10, ,3,17,33,13,2,8,11,39,9,2,1,20,41,8, ,5,18,37,5,6,6,14,43,10,6,5
2018-07-13,25,31,15,1,2,13,43,2,2, ,19,39,7,1,1,,,,,,19,39,13,2,5,18,39,8,5,3,17,29,12, ,3,16,31,17,2,7,12,37,8,2,1,22,39,8, ,5,18,37,6,6,6,13,42,12,6,5
2018-07-12,22,29,18,1,2,7,45,2,2, ,18,43,7,1,1,,,,,,15,40,12,1,5,16,39,9,4,3,15,29,11, ,3,15,29,15,1,7,11,39,8,2,1,22,41,9, ,5,20,37,9,6,6,13,43,11,6,5
2018-07-11,22,27,17,1,2,24,45,2,2, ,20,42,4,1,1,,,,,,17,40,9,1,3,20,38,6,4,3,15,33,9, ,3,18,27,19,1,6,11,41,6,2,1,14,42,6, ,5,18,39,5,6,6,14,43,9,6,5
2018-07-10,23,25,13,1,2,12,31,2,2, ,25,28,4,1,1,,,,,,17,27,13,1,1,19,28,9,4,3,17,22,11, ,3,21,25,14,1,6,11,24,8,2,1,18,28,9, ,6,14,23,9,6,7,13,32,11,6,5
2018-07-09,21,30,18,2,3,15,45,3,2, ,20,41,6,1,1,,,,,,17,37,13,2, ,18,37,6,4,3,17,27,12, ,3,17,30,20,2,5,9,38,7,2,1,16,39,6,1,5,18,34,5,7,7,15,41,12,7,5
2018-07-08,20,29,19,2,3,16,43,5,2, ,21,39,8,1,1,,,,,,19,32,15,2, ,15,36,9,8,3,17,25,15, ,3,17,29,19,2,5,9,35,9,2,2,17,36,9, ,5,20,35,9,6,7,15,38,15,6,5
2018-07-07,25,35,10,1,2,16,42,2,2, ,27,40,4,1,1,,,,,,19,39,14,2,1,23,40,8,4,3,16,28,13, ,3,18,35,15,2,5,13,37,9,2,1,23,41,8, ,5,19,40,5,6,7,13,40,13,6,4
2018-07-06,33,29,10,1,2,15,39,2,2, ,21,36,4,1,1,,,,,,25,32,10,1,1,23,35,6,4,3,22,24,9, ,3,21,29,14,1,5,15,33,7,1,2,24,36,6, ,6,26,30,3,6,7,21,36,9,6,4
2018-07-05,34,25,23,1,3,22,47,3,2, ,34,44,8,1,1,,,,,,33,40,17,1,1,28,38,10,4,3,28,32,13, ,3,30,25,28,1,5,14,39,12,2,2,30,42,10, ,6,23,31,3,6,7,22,43,13,6,4
2018-07-04,36,29,27,1,3,17,46,4,2,1,22,48,13,1,2,,,,,,31,46,17,2,1,29,47,8,4,3,24,36,13, ,3,24,29,31,2,7,18,45,13,2,2,37,51,8,1,6,27,37,6,6,6,22,51,13,6,4
2018-07-03,26,30,22,1,2,12,49,3,2, ,20,46,5,1,2,,,,,,23,45,20,2,2,22,43,13,4,4,17,35,15, ,4,18,30,31,2,6,14,43,12,2,1,32,48,13, ,5,21,44,6,6,6,14,49,15,6,4
2018-07-02,16,36,19,2,2,9,49,4,2, ,13,50, ,1,2,,,,,,15,43,21,2,2,17,44,13,5,3,13,34,16, ,3,11,36,21,2,6,11,43,12,1,1,23,48,13, ,5,13,45,10,6,5,9,47,16,6,3
2018-07-01,18,26,17,1,2,11,37,3,2, ,9,27, ,1,1,,,,,,13,34,14,2,2,10,34,8,5,2,10,26,11, ,3,9,26,16,2,5,7,34,9,2,1,14,37,8,1,5,65,36,4,6,5,8,35,11,6,4
2018-06-30,18,27,8,1,1,21,33,1,2, ,18,29, ,1,1,,,,,,13,30,6,1,1,15,31,3,5,3,18,23,6, ,3,19,27,8,1,5,6,29,6,2, ,15,32,3,1,4,12,33,1,6,5,15,32,6,6,4
2018-06-29,32,30,10,1,2,13,38,1,2, ,35,21, ,1,2,,,,,,25,35,8,1,2,28,36,4,4,3,21,26,6, ,3,22,30,11,1,5,16,35,7,2,1,26,38,4,1,5,29,37,3,6,6,16,38,6,6,5
2018-06-28,22,19,16,1,3,11,32,2,2, ,13,23, ,1,2,,,,,,16,24,13,1,5,12,29,8,4,3,9,19,11, ,4,8,19,18,1,5,13,26,8,2,1,18,30,8, ,6,11,27,5,6,7,10,33,11,6,5
2018-06-27,15,24,13,1,3,14,33,2,2, ,20,25, ,1,2,,,,,,10,29,11,1,7,16,33,6,4,3,16,21,9, ,4,19,24,15,1,7,6,30,6,2,1,12,33,6, ,5,20,29,2,6,7,14,37,9,6,5
2018-06-26,22,22,14,1,2,9,34,3,2, ,12,29, ,1,1,,,,,,20,26,13,1,7,12,28,8,4,3,12,19,11, ,3,12,22,16,1,7,10,27,8,1,1,17,28,8, ,5,13,25,8,6,6,12,31,11,6,4
2018-06-25,16,27,16,1,2,6,37,3,2, ,15,25, ,1,1,,,,,,13,33,14,1,7,12,35,8,4,3,11,22,12, ,3,10,27,14,1,7,8,32,9,1,1,13,34,8, ,5,13,33,4,6,6,8,36,12,6,5
2018-06-24,16,23,14,1,1,8,36,2,1, ,9,23, ,1,1,,,,,,11,28,12,1,7,8,29,8,4,3,8,20,10, ,3,6,23,14,1,7,6,28,9,1,1,12,30,8, ,5,8,27,6,6,5,6,32,10,6,4
2018-06-23,14,21,11,1,2,10,29,1,1, ,9,26, ,1,1,,,,,,9,26,6,1,6,11,26,4,4,3,11,20,6, ,3,10,21,8,1,7,5,26,5,1,1,8,27,4, ,4,10,27,3,6,5,8,28,6,6,3
2018-06-22,18,22,12,1,1,19,32,1,1, ,18,31, ,1,1,,,,,,11,29,5,1,6,16,29,3,4,2,17,22,6, ,3,20,22,7,1,6,6,28,4,1, ,11,30,3, ,4,18,31,3,5,5,14,30,6,5,3
2018-06-21,33,28,12,1,1,20,38,2,2, ,44,37, ,1,2,,,,,,27,30,8,1,7,34,29,5,4,2,32,25,8, ,3,38,28,10,1,7,11,32,6,2, ,27,31,5,1,5,39,30,2,6,6,35,34,8,6,4
